,#,Transaction Date,Owner,Ticker,Asset Name,Asset Type,Type,Amount,Comment,Senator
160,2,12/13/2018,Spouse,PEP,"PepsiCo, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
161,1,12/31/2018,Spouse,--,General Electric Company,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
162,16,04/19/2016,Spouse,VFC,V.F. Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
163,15,04/19/2016,Spouse,UTX,United Technologies Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
164,14,04/19/2016,Spouse,MMM,3M Company,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
165,13,04/19/2016,Spouse,PAYX,"Paychex, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
166,12,04/19/2016,Spouse,NEE,"NextEra Energy, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
167,11,04/19/2016,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
168,10,04/19/2016,Spouse,MDT,Medtronic plc,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
169,9,04/19/2016,Spouse,LOW,"Lowe's Companies, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
170,8,04/19/2016,Spouse,JNJ,Johnson & Johnson,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
171,7,04/19/2016,Spouse,SJM,The J. M. Smucker Company,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
172,6,04/19/2016,Spouse,ITW,Illinois Tool Works Inc.,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
173,5,04/19/2016,Spouse,GD,General Dynamics Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
174,4,04/19/2016,Spouse,CLX,The Clorox Company,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
175,3,04/19/2016,Spouse,CB,Chubb Limited,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
176,2,04/19/2016,Spouse,BDX,"Becton, Dickinson and Company",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
177,1,04/19/2016,Spouse,ABT,Abbott Laboratories,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
178,1,07/25/2018,Spouse,ENB,Enbridge Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"Shelley M,Capito"
179,1,11/02/2015,Spouse,--,"BLACKROCK, INC.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
180,5,11/29/2018,Spouse,--,Apple Inc.,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
181,4,11/29/2018,Spouse,QCOM,QUALCOMM Incorporated,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
182,3,11/29/2018,Spouse,IBM,International Business Machines Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
183,2,11/12/2018,Spouse,INCY,Incyte Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
184,1,11/13/2018,Spouse,SHECY,"Shin-Etsu Chemical Co., Ltd.",Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
185,3,08/30/2017,Spouse,CSCO,"Cisco Systems, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
186,2,08/22/2017,Spouse,SCG,SCANA Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
187,1,08/18/2017,Spouse,SO,The Southern Company,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
188,1,03/22/2016,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
189,1,02/27/2017,Spouse,#NAME?,"Spectra Energy Corporation (Exchanged)
Enbridge Inc. (Received)",Stock,Exchange,"$1,001 - $15,000","Spectra Energy Corp merged into Enbridge, Inc. on February 27, 2017","Shelley M,Capito"
190,3,09/25/2018,Self,GILD,"Gilead Sciences, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
191,2,09/27/2018,Spouse,QCOM,QUALCOMM Incorporated,Stock,Sale (Partial),"$1,001 - $15,000",--,"Shelley M,Capito"
192,1,09/27/2018,Spouse,WAB,Westinghouse Air Brake Technologies Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
193,1,06/25/2020,Spouse,WFC,Wells Fargo & Company,Stock,Purchase,"$15,001 - $50,000",--,"Shelley M,Capito"
194,49,03/11/2019,Spouse,V,Visa Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
195,48,03/11/2019,Spouse,TSM,Taiwan Semiconductor Manufacturing Company Limited,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
196,47,03/11/2019,Spouse,SFTBY,SoftBank Group Corp.,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
197,46,03/11/2019,Spouse,SRE,Sempra Energy,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
198,45,03/11/2019,Spouse,RDS-B,Royal Dutch Shell plc,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
199,44,03/11/2019,Spouse,SLB,Schlumberger Limited,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
200,43,03/11/2019,Spouse,RBGLY,Reckitt Benckiser Group plc,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
201,42,03/11/2019,Spouse,PM,Philip Morris International Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
202,41,03/11/2019,Spouse,PDRDY,Pernod Ricard SA,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
203,40,03/11/2019,Spouse,AVGO,Broadcom Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
204,39,03/11/2019,Spouse,LRLCY,L'Oréal S.A.,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
205,38,03/11/2019,Spouse,NVO,Novo Nordisk A/S,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
206,37,03/11/2019,Spouse,MRAAY,"Murata Manufacturing Co., Ltd.",Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
207,36,03/11/2019,Spouse,NSRGY,Nestlé S.A.,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
208,35,03/11/2019,Spouse,NPSNY,Naspers Limited,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
209,34,03/11/2019,Spouse,JPM,JPMorgan Chase & Co.,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
210,33,03/11/2019,Spouse,MCO,Moody's Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
211,32,03/11/2019,Spouse,MDLZ,"Mondelez International, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
212,31,03/11/2019,Spouse,MSFT,Microsoft Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
213,30,03/11/2019,Spouse,LVS,Las Vegas Sands Corp.,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
214,29,03/11/2019,Spouse,KYCCF,Keyence Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
215,28,03/11/2019,Spouse,ICE,"Intercontinental Exchange, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
216,27,03/11/2019,Spouse,INTC,Intel Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
217,26,03/11/2019,Spouse,SAFRY,Safran SA,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
218,25,03/11/2019,Spouse,HLT,Hilton Worldwide Holdings Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
219,24,03/11/2019,Spouse,GDDY,GoDaddy Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
220,23,03/11/2019,Spouse,GILD,"Gilead Sciences, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
221,22,03/11/2019,Spouse,ESLOY,EssilorLuxottica Société anonyme,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
222,21,03/11/2019,Spouse,ENB,Enbridge Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
223,20,03/11/2019,Spouse,DEO,Diageo plc,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
224,19,03/11/2019,Spouse,DE,Deere & Company,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
225,18,03/11/2019,Spouse,DHR,Danaher Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
226,17,03/11/2019,Spouse,CCI,Crown Castle International Corp. (REIT),Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
227,16,03/11/2019,Spouse,CVX,Chevron Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
228,15,03/11/2019,Spouse,CABGY,Carlsberg A/S,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
229,14,03/11/2019,Spouse,CSX,CSX Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
230,13,03/11/2019,Spouse,CME,CME Group Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
231,12,03/11/2019,Spouse,BK,The Bank of New York Mellon Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
232,11,03/11/2019,Spouse,ASML,ASML Holding N.V.,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
233,10,03/11/2019,Spouse,AZN,AstraZeneca PLC,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
234,9,03/11/2019,Spouse,AHKSY,Asahi Kasei Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
235,8,03/11/2019,Spouse,AAPL,Apple Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
236,7,03/11/2019,Spouse,AMT,American Tower Corporation (REIT),Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
237,6,03/11/2019,Spouse,AMZN,"Amazon.com, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
238,5,03/11/2019,Spouse,GOOG,Alphabet Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
239,4,03/11/2019,Spouse,EADSY,Airbus SE,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
240,3,03/11/2019,Spouse,ATVI,"Activision Blizzard, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
241,2,03/11/2019,Spouse,AAGIY,AIA Group Limited,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
242,1,03/04/2019,Self,KO,The Coca-Cola Company,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
243,8,10/26/2017,Spouse,MRK,"Merck & Co., Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"Shelley M,Capito"
244,7,10/26/2017,Spouse,BMY,Bristol-Myers Squibb Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"Shelley M,Capito"
245,6,10/26/2017,Spouse,C,Citigroup Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"Shelley M,Capito"
246,5,10/25/2017,Spouse,GILD,"Gilead Sciences, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
247,4,10/25/2017,Spouse,--,ETN-Eaton Corporation plc,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
248,3,10/26/2017,Spouse,JPM,JPMorgan Chase & Co.,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
249,2,10/25/2017,Spouse,ACN,Accenture plc,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
250,1,10/06/2017,Spouse,SJM,The J. M. Smucker Company,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
251,3,01/25/2016,Spouse,COP,ConocoPhillips,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
252,2,01/21/2016,Spouse,NKE,"NIKE, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
253,1,01/21/2016,Spouse,CB,Chubb Limited,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
254,7,02/28/2018,Spouse,RHHBY,Roche Holding AG,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
255,6,02/27/2018,Spouse,STT,State Street Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
256,5,02/27/2018,Spouse,MDLZ,"Mondelez International, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
257,4,02/27/2018,Spouse,ICE,"Intercontinental Exchange, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
258,3,02/27/2018,Spouse,OXY,Occidental Petroleum Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
259,2,02/27/2018,Spouse,CERN,Cerner Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
260,1,02/21/2018,Self,BUD,Anheuser-Busch InBev SA/NV,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
261,105,04/24/2018,Spouse,WEC,"WEC Energy Group, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
262,104,04/24/2018,Spouse,WMT,Walmart Inc.,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
263,103,04/24/2018,Spouse,VFC,V.F. Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
264,102,04/24/2018,Spouse,UTX,United Technologies Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
265,101,04/24/2018,Spouse,USB,U.S. Bancorp,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
266,100,04/24/2018,Spouse,MMM,3M Company,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
267,99,04/24/2018,Spouse,TGT,Target Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
268,98,04/24/2018,Spouse,SYY,Sysco Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
269,97,04/24/2018,Spouse,QCOM,QUALCOMM Incorporated,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
270,96,04/24/2018,Spouse,PG,The Procter & Gamble Company,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
271,95,04/24/2018,Spouse,PX,"Praxair, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
272,94,04/24/2018,Spouse,PII,Polaris Industries Inc.,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
273,93,04/24/2018,Spouse,PSX,Phillips 66,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
274,92,04/24/2018,Spouse,PEP,"PepsiCo, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
275,91,04/24/2018,Spouse,PAYX,"Paychex, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
276,90,04/24/2018,Spouse,NVS,Novartis AG,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
277,89,04/24/2018,Spouse,NSC,Norfolk Southern Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
278,88,04/24/2018,Spouse,NKE,"NIKE, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
279,87,04/24/2018,Spouse,NEE,"NextEra Energy, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
280,86,04/24/2018,Spouse,JPM,JPMorgan Chase & Co.,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
281,85,04/24/2018,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
282,84,04/24/2018,Spouse,MDT,Medtronic plc,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
283,83,04/24/2018,Spouse,MCD,McDonald's Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
284,82,04/24/2018,Spouse,LOW,"Lowe's Companies, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
285,81,04/24/2018,Spouse,JNJ,Johnson & Johnson,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
286,80,04/24/2018,Spouse,IBM,International Business Machines Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
287,79,04/24/2018,Spouse,ITW,Illinois Tool Works Inc.,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
288,78,04/24/2018,Spouse,HRS,Harris Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
289,77,04/24/2018,Spouse,GIS,"General Mills, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
290,76,04/24/2018,Spouse,GD,General Dynamics Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
291,75,04/24/2018,Spouse,FDS,FactSet Research Systems Inc.,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
292,74,04/24/2018,Spouse,XOM,Exxon Mobil Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
293,73,04/24/2018,Spouse,ES,Eversource Energy,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
294,72,04/24/2018,Spouse,EMR,Emerson Electric Co.,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
295,71,04/24/2018,Spouse,EV,Eaton Vance Corp.,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
296,70,04/24/2018,Spouse,CL,Colgate-Palmolive Company,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
297,69,04/24/2018,Spouse,CLX,The Clorox Company,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
298,68,04/24/2018,Spouse,CSCO,"Cisco Systems, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
299,67,04/24/2018,Spouse,CB,Chubb Limited,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
300,66,04/24/2018,Spouse,CVX,Chevron Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
301,65,04/24/2018,Spouse,BLK,"BlackRock, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
302,64,04/24/2018,Spouse,BDX,"Becton, Dickinson and Company",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
303,63,04/24/2018,Spouse,ADP,"Automatic Data Processing, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
304,62,04/24/2018,Spouse,ADI,"Analog Devices, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
305,61,04/24/2018,Spouse,AMGN,Amgen Inc.,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
306,60,04/24/2018,Spouse,APD,"Air Products and Chemicals, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
307,59,04/24/2018,Spouse,ACN,Accenture plc,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
308,58,04/24/2018,Spouse,ABT,Abbott Laboratories,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
309,57,04/24/2018,Spouse,T,AT&T Inc.,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
310,56,04/24/2018,Spouse,AFL,Aflac Incorporated,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
311,55,04/24/2018,Spouse,VGK,Vanguard FTSE Europe ETF,Stock,Sale (Full),"$15,001 - $50,000",--,"Shelley M,Capito"
312,54,04/24/2018,Spouse,UBSI,"United Bankshares, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,"Shelley M,Capito"
313,53,04/24/2018,Spouse,NSRGY,Nestlé S.A.,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
314,52,04/24/2018,Spouse,MS,Morgan Stanley,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
315,51,04/24/2018,Spouse,LULU,Lululemon Athletica Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
316,50,04/24/2018,Spouse,IYE,iShares US Energy ETF,Stock,Sale (Full),"$15,001 - $50,000",--,"Shelley M,Capito"
317,49,04/24/2018,Spouse,KHC,The Kraft Heinz Company,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
318,48,04/24/2018,Spouse,RHHBY,Roche Holding AG,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
319,47,04/24/2018,Spouse,CLB,Core Laboratories N.V.,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
320,46,04/24/2018,Spouse,CHK,Chesapeake Energy Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
321,45,04/24/2018,Spouse,CME,CME Group Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,"Shelley M,Capito"
322,44,04/24/2018,Spouse,BRK-B,Berkshire Hathaway Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,"Shelley M,Capito"
323,43,04/24/2018,Spouse,AL,Air Lease Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,"Shelley M,Capito"
324,42,04/05/2018,Spouse,WEC,"WEC Energy Group, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
325,41,04/05/2018,Spouse,WMT,Walmart Inc.,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
326,40,04/05/2018,Spouse,VFC,V.F. Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
327,39,04/05/2018,Spouse,UTX,United Technologies Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
328,38,04/05/2018,Spouse,USB,U.S. Bancorp,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
329,37,04/05/2018,Spouse,MMM,3M Company,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
330,36,04/05/2018,Spouse,SYY,Sysco Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
331,35,04/05/2018,Spouse,PX,"Praxair, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
332,34,04/05/2018,Spouse,PII,Polaris Industries Inc.,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
333,33,04/05/2018,Spouse,PSX,Phillips 66,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
334,32,04/05/2018,Spouse,PEP,"PepsiCo, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
335,31,04/05/2018,Spouse,PAYX,"Paychex, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
336,30,04/05/2018,Spouse,NSC,Norfolk Southern Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
337,29,04/05/2018,Spouse,NEE,"NextEra Energy, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
338,28,04/05/2018,Spouse,JPM,JPMorgan Chase & Co.,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
339,27,04/05/2018,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
340,26,04/05/2018,Spouse,MDT,Medtronic plc,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
341,25,04/06/2018,Spouse,MCD,McDonald's Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
342,24,04/05/2018,Spouse,LOW,"Lowe's Companies, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
343,23,04/05/2018,Spouse,JNJ,Johnson & Johnson,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
344,22,04/05/2018,Spouse,ITW,Illinois Tool Works Inc.,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
345,21,04/05/2018,Spouse,HRS,Harris Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
346,20,04/05/2018,Spouse,GD,General Dynamics Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
347,19,04/05/2018,Spouse,ES,Eversource Energy,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
348,18,04/05/2018,Spouse,EMR,Emerson Electric Co.,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
349,17,04/05/2018,Spouse,CL,Colgate-Palmolive Company,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
350,16,04/05/2018,Spouse,CLX,The Clorox Company,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
351,15,04/05/2018,Spouse,CSCO,"Cisco Systems, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
352,14,04/05/2018,Spouse,CB,Chubb Limited,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
353,13,04/05/2018,Spouse,CVX,Chevron Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
354,12,04/05/2018,Spouse,BLK,"BlackRock, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
355,11,04/05/2018,Spouse,BDX,"Becton, Dickinson and Company",Stock,Purchase,"$1,001 - $15,000",--,"Shelley M,Capito"
